Age,Attrition,BusinessTravel,DailyRate,dept_id,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over_time,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,0,Travel_Rarely,942,2,3,3,Technical Degree,1786,1,Female,53,3,3,Manager,3,Married,13116,2,0,11,3,4,0,15,2,3,2,2,2,2
37,0,Travel_Rarely,589,1,9,2,Marketing,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,1,0,14,3,1,2,5,2,3,5,2,0,3
46,0,Travel_Rarely,734,2,2,4,Medical,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,7,1,17,3,3,1,24,3,3,2,1,2,2
36,0,Travel_Rarely,1383,2,10,3,Life Sciences,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,7,1,13,3,4,1,15,1,3,12,8,5,7
44,1,Travel_Frequently,429,2,1,2,Medical,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,1,1,12,3,3,3,6,2,2,5,3,2,3
37,0,Travel_Rarely,1239,3,8,2,Other,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,2,0,13,3,3,0,19,4,2,10,0,4,7
35,1,Travel_Rarely,303,1,27,3,Life Sciences,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,1,1,18,3,4,0,10,2,3,10,7,7,7
33,0,Travel_Rarely,867,2,8,4,Life Sciences,1798,4,Male,90,4,1,Research Scientist,1,Married,3143,6,0,19,3,2,1,14,1,3,10,8,7,6
28,0,Travel_Rarely,1181,2,1,3,Life Sciences,1799,3,Male,82,3,1,Research Scientist,4,Married,2044,1,0,11,3,3,1,5,6,4,5,3,0,3
39,0,Travel_Rarely,1253,2,10,1,Medical,1800,3,Male,65,3,3,Research Director,3,Single,13464,7,0,21,4,3,0,9,3,3,4,3,2,2
46,0,Non-Travel,849,1,26,2,Life Sciences,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,8,0,15,3,3,0,6,3,3,2,2,2,2
40,0,Travel_Rarely,616,2,2,2,Life Sciences,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377,4,0,17,3,4,1,7,5,2,4,3,0,2
42,0,Travel_Rarely,1128,2,13,3,Medical,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5,0,18,3,3,2,10,2,2,0,0,0,0
35,0,Non-Travel,1180,2,2,2,Medical,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,2,0,14,3,3,1,15,6,3,7,7,1,7
38,0,Non-Travel,1336,3,2,3,Human Resources,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,5,0,13,3,4,3,13,3,3,11,10,3,8
34,1,Travel_Frequently,234,2,9,4,Life Sciences,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346,4,0,17,3,3,1,11,3,2,7,1,0,7
37,1,Travel_Rarely,370,2,10,4,Medical,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,1,0,15,3,2,0,10,4,1,10,3,0,8
39,0,Travel_Frequently,766,1,20,3,Life Sciences,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,2,0,18,3,4,1,7,6,3,2,1,2,2
43,0,Non-Travel,343,2,9,3,Life Sciences,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,4,0,13,3,3,0,7,2,2,3,2,1,2
41,0,Travel_Rarely,447,2,5,3,Life Sciences,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870,3,0,12,3,1,0,11,3,1,3,2,1,2
41,0,Travel_Rarely,796,1,4,1,Marketing,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,0,1,13,3,4,1,23,3,4,22,14,13,5
30,0,Travel_Rarely,1092,2,10,3,Medical,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,9,0,14,3,2,0,9,3,3,7,7,0,2
26,1,Travel_Rarely,920,3,20,2,Medical,1818,4,Female,69,3,1,Human Resources,2,Married,2148,0,1,11,3,3,0,6,3,3,5,1,1,4
46,1,Travel_Rarely,261,2,21,2,Medical,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,4,0,22,4,4,1,13,2,4,9,7,3,7
40,0,Travel_Rarely,1194,2,1,3,Life Sciences,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,4,0,17,3,4,1,12,3,3,5,3,0,3
34,0,Travel_Rarely,810,1,8,2,Technical Degree,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,1,0,21,4,3,2,10,5,3,10,8,4,8
58,0,Non-Travel,350,1,2,3,Medical,1824,2,Male,52,3,4,Manager,2,Divorced,16291,4,0,22,4,4,1,37,0,2,16,9,14,14
35,0,Travel_Rarely,185,2,23,4,Medical,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705,0,0,16,3,2,1,6,2,4,5,4,0,3
47,0,Travel_Rarely,1001,2,4,3,Life Sciences,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,8,1,12,3,3,1,28,4,3,22,11,14,10
40,0,Travel_Rarely,750,2,12,3,Life Sciences,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,2,0,12,3,2,1,15,3,3,7,4,7,7
54,0,Travel_Rarely,431,2,7,4,Medical,1830,4,Female,68,3,2,Research Scientist,4,Married,6854,4,0,15,3,2,1,14,2,2,7,1,1,7
31,0,Travel_Frequently,1125,1,7,4,Marketing,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,2,0,14,3,4,2,9,3,3,3,2,2,2
28,0,Travel_Rarely,1217,2,1,3,Medical,1834,3,Female,67,3,1,Research Scientist,1,Married,3591,1,0,25,4,3,1,3,3,3,3,2,1,2
38,0,Travel_Rarely,723,1,2,4,Marketing,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,2,1,20,4,1,2,20,4,2,4,2,0,3
26,0,Travel_Rarely,572,1,10,3,Medical,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,1,0,13,3,1,0,5,4,3,5,3,1,2
58,0,Travel_Frequently,1216,2,15,4,Life Sciences,1837,1,Male,87,3,4,Research Director,3,Married,15787,2,1,14,3,2,0,23,3,3,2,2,2,2
18,0,Non-Travel,1431,2,14,3,Medical,1839,2,Female,33,3,1,Research Scientist,3,Single,1514,1,0,16,3,3,0,0,4,1,0,0,0,0
31,1,Travel_Rarely,359,3,18,5,Human Resources,1842,4,Male,89,4,1,Human Resources,1,Married,2956,0,0,17,3,3,0,2,4,3,1,0,0,0
29,1,Travel_Rarely,350,3,13,3,Human Resources,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,4,1,15,3,4,3,4,3,3,2,2,2,0
45,0,Non-Travel,589,1,2,4,Life Sciences,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,4,0,22,4,2,2,10,3,4,8,7,5,7
36,0,Travel_Rarely,430,2,2,4,Other,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,4,1,22,4,4,1,15,2,3,1,0,0,0
43,0,Travel_Frequently,1422,1,2,4,Life Sciences,1849,1,Male,92,3,2,Sales Executive,4,Married,5675,1,0,20,4,3,1,7,5,3,7,7,7,7
27,0,Travel_Frequently,1297,2,5,2,Life Sciences,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379,0,1,14,3,3,0,6,3,2,5,4,0,2
29,0,Travel_Frequently,574,2,20,1,Medical,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,1,0,13,3,2,0,11,3,4,11,8,3,10
32,0,Travel_Frequently,1318,1,10,4,Marketing,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,8,0,13,3,3,0,4,2,4,0,0,0,0
42,0,Non-Travel,355,2,10,4,Technical Degree,1854,3,Male,38,3,1,Research Scientist,3,Married,2936,3,0,22,4,2,2,10,1,2,6,3,3,3
47,0,Travel_Rarely,207,2,9,4,Life Sciences,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105,4,0,12,3,3,0,7,2,3,2,2,2,0
46,0,Travel_Rarely,706,2,2,2,Life Sciences,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,3,0,14,3,3,1,12,4,2,9,8,4,7
28,0,Non-Travel,280,3,1,2,Life Sciences,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706,1,0,15,3,2,1,3,2,3,3,2,2,2
29,0,Travel_Rarely,726,2,29,1,Life Sciences,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,8,0,17,3,4,2,11,3,3,7,0,1,6
42,0,Travel_Rarely,1142,2,8,3,Life Sciences,1860,4,Male,81,3,1,Laboratory Technician,3,Single,3968,4,0,13,3,4,0,8,3,3,0,0,0,0
32,1,Travel_Rarely,414,1,2,4,Marketing,1862,3,Male,82,2,2,Sales Executive,2,Single,9907,7,1,12,3,3,0,7,3,2,2,2,2,2
46,0,Travel_Rarely,1319,1,3,3,Technical Degree,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225,2,0,12,3,4,1,25,5,3,19,17,2,8
27,0,Travel_Rarely,728,1,23,1,Medical,1864,2,Female,36,2,2,Sales Representative,3,Married,3540,1,0,21,4,4,1,9,5,3,9,8,5,8
29,0,Travel_Rarely,352,3,6,1,Medical,1865,4,Male,87,2,1,Human Resources,2,Married,2804,1,0,11,3,4,0,1,3,3,1,0,0,0
43,0,Travel_Rarely,823,2,6,3,Medical,1866,1,Female,81,2,5,Manager,3,Married,19392,7,0,13,3,4,0,21,2,3,16,12,6,14
48,0,Travel_Rarely,1224,2,10,3,Life Sciences,1867,4,Male,91,2,5,Research Director,2,Married,19665,4,0,12,3,4,0,29,3,3,22,10,12,9
29,1,Travel_Frequently,459,2,24,2,Life Sciences,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,1,1,24,4,2,0,1,3,2,1,0,1,0
46,1,Travel_Rarely,1254,1,10,3,Life Sciences,1869,3,Female,64,3,3,Sales Executive,2,Married,7314,5,0,21,4,3,3,14,2,3,8,7,0,7
27,0,Travel_Frequently,1131,2,15,3,Life Sciences,1870,4,Female,77,2,1,Research Scientist,1,Married,4774,0,0,19,3,4,1,8,2,2,7,6,7,3
39,0,Travel_Rarely,835,2,19,4,Other,1871,4,Male,41,3,2,Research Scientist,4,Divorced,3902,8,0,14,3,2,3,7,2,3,2,2,2,2
55,0,Travel_Rarely,836,2,2,4,Technical Degree,1873,2,Male,98,2,1,Research Scientist,4,Married,2662,8,0,20,4,2,1,19,2,4,5,2,0,4
28,0,Travel_Rarely,1172,1,3,3,Medical,1875,2,Female,78,3,1,Sales Representative,2,Married,2856,1,0,19,3,4,1,1,3,3,1,0,0,0
30,1,Travel_Rarely,945,1,9,3,Medical,1876,2,Male,89,3,1,Sales Representative,4,Single,1081,1,0,13,3,3,0,1,3,2,1,0,0,0
22,1,Travel_Rarely,391,2,7,1,Life Sciences,1878,4,Male,75,3,1,Research Scientist,2,Single,2472,1,1,23,4,1,0,1,2,3,1,0,0,0
36,0,Travel_Rarely,1266,1,10,4,Technical Degree,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,1,1,13,3,1,1,10,4,3,10,9,1,7
31,0,Travel_Rarely,311,2,20,3,Life Sciences,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,1,0,11,3,1,1,10,2,3,10,8,0,2
34,0,Travel_Rarely,1480,1,4,3,Life Sciences,1882,3,Male,64,3,3,Sales Executive,4,Married,9713,2,1,13,3,4,3,9,3,3,5,3,1,0
29,0,Travel_Rarely,592,2,7,3,Life Sciences,1883,4,Male,59,3,1,Laboratory Technician,1,Single,2062,3,0,14,3,2,0,11,2,3,3,2,1,2
37,0,Travel_Rarely,783,2,7,4,Medical,1885,4,Male,78,3,2,Research Scientist,1,Married,4284,5,1,22,4,3,1,16,2,3,5,3,0,4
35,0,Travel_Rarely,219,2,16,2,Other,1886,4,Female,44,2,2,Manufacturing Director,2,Married,4788,0,1,11,3,4,0,4,2,3,3,2,0,2
45,0,Travel_Rarely,556,2,25,2,Life Sciences,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906,0,0,13,3,4,2,10,2,2,9,8,3,8
36,0,Travel_Frequently,1213,3,2,1,Human Resources,1890,2,Male,94,2,2,Human Resources,4,Single,3886,1,0,21,4,4,0,10,2,2,10,1,0,8
40,0,Travel_Rarely,1137,2,1,4,Life Sciences,1892,1,Male,98,3,4,Manager,1,Divorced,16823,2,0,11,3,1,1,22,3,3,19,7,11,16
26,0,Travel_Rarely,482,2,1,2,Life Sciences,1893,2,Female,90,2,1,Research Scientist,3,Married,2933,1,1,13,3,3,1,1,3,2,1,0,1,0
27,0,Travel_Rarely,511,1,2,2,Medical,1898,1,Female,89,4,2,Sales Executive,3,Single,6500,0,0,14,3,2,0,9,5,2,8,7,0,7
48,0,Travel_Frequently,117,2,22,3,Medical,1900,4,Female,58,3,4,Manager,4,Divorced,17174,3,0,11,3,2,1,24,3,3,22,17,4,7
44,0,Travel_Rarely,170,2,1,4,Life Sciences,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033,2,0,15,3,4,1,10,5,3,2,0,2,2
34,1,Non-Travel,967,2,16,4,Technical Degree,1905,4,Male,85,1,1,Research Scientist,1,Married,2307,1,1,23,4,2,1,5,2,3,5,2,3,0
56,1,Travel_Rarely,1162,2,24,2,Life Sciences,1907,1,Male,97,3,1,Laboratory Technician,4,Single,2587,1,0,16,3,4,0,5,3,3,4,2,1,0
36,0,Travel_Rarely,335,1,17,2,Marketing,1908,3,Male,33,2,2,Sales Executive,2,Married,5507,2,0,16,3,3,2,12,1,1,4,2,1,3
41,0,Travel_Rarely,337,1,8,3,Marketing,1909,3,Female,54,3,2,Sales Executive,2,Married,4393,5,0,21,4,3,1,14,3,3,5,4,1,4
42,0,Travel_Rarely,1396,2,6,3,Medical,1911,3,Male,83,3,3,Research Director,1,Married,13348,9,0,13,3,2,1,18,3,4,13,7,5,7
31,0,Travel_Rarely,1079,1,10,2,Medical,1912,3,Female,86,3,2,Sales Executive,4,Divorced,6583,2,1,11,3,4,1,8,2,3,5,2,1,4
34,0,Travel_Rarely,735,1,3,1,Medical,1915,4,Female,75,2,2,Sales Executive,4,Married,8103,3,1,12,3,3,0,9,3,2,4,2,0,1
31,0,Travel_Rarely,471,2,4,3,Medical,1916,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,8,0,12,3,2,1,4,0,2,2,2,2,2
26,0,Travel_Frequently,1096,2,6,3,Other,1918,3,Male,61,4,1,Laboratory Technician,4,Married,2544,0,0,18,3,1,1,8,3,3,7,7,7,7
45,0,Travel_Frequently,1297,2,1,4,Medical,1922,2,Male,44,3,2,Healthcare Representative,3,Single,5399,4,0,12,3,3,0,12,3,3,4,2,0,3
33,0,Travel_Rarely,217,1,10,4,Marketing,1924,2,Male,43,3,2,Sales Executive,3,Single,5487,1,0,14,3,2,0,10,2,2,10,4,0,9
28,0,Travel_Frequently,783,1,1,2,Life Sciences,1927,3,Male,42,2,2,Sales Executive,4,Married,6834,1,1,12,3,3,1,7,2,3,7,7,0,7
29,1,Travel_Frequently,746,1,24,3,Technical Degree,1928,3,Male,45,4,1,Sales Representative,1,Single,1091,1,0,17,3,4,0,1,3,3,1,0,0,0
39,0,Non-Travel,1251,1,21,4,Life Sciences,1929,1,Female,32,1,2,Sales Executive,3,Married,5736,6,0,19,3,3,1,10,1,3,3,2,1,2
27,0,Travel_Rarely,1354,2,2,4,Technical Degree,1931,2,Male,41,3,1,Research Scientist,2,Married,2226,1,0,11,3,3,1,6,3,2,5,3,1,2
34,0,Travel_Frequently,735,2,22,4,Other,1932,3,Male,86,2,2,Research Scientist,4,Married,5747,1,1,15,3,2,0,16,3,3,15,10,6,11
28,1,Travel_Rarely,1475,1,13,2,Marketing,1933,4,Female,84,3,2,Sales Executive,3,Single,9854,3,1,11,3,4,0,6,0,3,2,0,2,2
47,0,Non-Travel,1169,2,14,4,Technical Degree,1934,3,Male,64,3,2,Research Scientist,2,Married,5467,8,0,18,3,3,1,16,4,4,8,7,1,7
56,0,Travel_Rarely,1443,1,11,5,Marketing,1935,4,Female,89,2,2,Sales Executive,1,Married,5380,4,0,16,3,3,1,6,3,3,0,0,0,0
39,0,Travel_Rarely,867,2,9,2,Medical,1936,1,Male,87,3,2,Manufacturing Director,1,Married,5151,1,0,25,4,4,1,10,3,3,10,0,7,9
38,0,Travel_Frequently,1394,2,8,3,Medical,1937,4,Female,58,2,2,Research Scientist,2,Divorced,2133,1,1,16,3,3,1,20,3,3,20,11,0,7
58,0,Travel_Rarely,605,1,21,3,Life Sciences,1938,4,Female,72,3,4,Manager,4,Married,17875,4,1,13,3,3,1,29,2,2,1,0,0,0
32,1,Travel_Frequently,238,2,5,2,Life Sciences,1939,1,Female,47,4,1,Research Scientist,3,Single,2432,3,1,14,3,1,0,8,2,3,4,1,0,3
38,0,Travel_Rarely,1206,2,9,2,Life Sciences,1940,2,Male,71,3,1,Research Scientist,4,Divorced,4771,2,0,19,3,4,2,10,0,4,5,2,0,3
49,0,Travel_Frequently,1064,2,2,1,Life Sciences,1941,2,Male,42,3,5,Research Director,4,Married,19161,3,0,15,3,4,0,28,3,3,5,4,4,3
42,0,Travel_Rarely,419,1,12,4,Marketing,1943,2,Male,77,3,2,Sales Executive,4,Divorced,5087,3,1,12,3,3,2,14,4,3,0,0,0,0
27,1,Travel_Frequently,1337,3,22,3,Human Resources,1944,1,Female,58,2,1,Human Resources,2,Married,2863,1,0,12,3,1,0,1,2,3,1,0,0,0
35,0,Travel_Rarely,682,1,18,4,Medical,1945,2,Male,71,3,2,Sales Executive,1,Married,5561,0,0,16,3,4,1,6,2,1,5,3,0,4
28,0,Non-Travel,1103,2,16,3,Medical,1947,3,Male,49,3,1,Research Scientist,3,Single,2144,1,0,14,3,3,0,5,3,2,5,3,1,4
31,0,Non-Travel,976,2,3,2,Medical,1948,3,Male,48,3,1,Research Scientist,1,Divorced,3065,1,1,13,3,4,1,4,3,4,4,2,2,3
36,0,Non-Travel,1351,2,9,4,Life Sciences,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810,1,0,22,4,2,0,5,3,3,5,4,0,2
34,0,Travel_Rarely,937,1,1,3,Marketing,1950,1,Male,32,3,3,Sales Executive,4,Single,9888,1,0,21,4,1,0,14,3,2,14,8,2,1
34,0,Travel_Rarely,1239,1,13,4,Medical,1951,4,Male,39,3,3,Sales Executive,3,Divorced,8628,1,0,18,3,3,1,9,2,2,8,7,1,1
26,0,Travel_Rarely,157,2,1,3,Medical,1952,3,Male,95,3,1,Laboratory Technician,1,Single,2867,0,0,13,3,4,0,8,6,2,7,7,7,6
29,0,Travel_Rarely,136,2,1,3,Life Sciences,1954,1,Male,89,3,2,Healthcare Representative,1,Married,5373,0,0,12,3,1,1,6,5,2,5,3,0,2
32,0,Non-Travel,1146,2,15,4,Medical,1955,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,5,0,18,3,2,1,9,6,3,5,1,1,2
31,0,Travel_Frequently,1125,2,1,3,Life Sciences,1956,4,Male,48,1,2,Research Scientist,1,Married,5003,1,0,21,4,2,0,10,6,3,10,8,8,7
28,1,Travel_Rarely,1404,2,17,3,Technical Degree,1960,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367,5,0,12,3,1,1,6,2,2,4,1,0,3
38,0,Travel_Rarely,1404,1,1,3,Life Sciences,1961,1,Male,59,2,1,Sales Representative,1,Single,2858,4,0,14,3,1,0,20,3,2,1,0,0,0
35,0,Travel_Rarely,1224,1,7,4,Life Sciences,1962,3,Female,55,3,2,Sales Executive,4,Married,5204,1,1,11,3,4,0,10,2,3,10,8,0,9
27,0,Travel_Rarely,954,1,9,3,Marketing,1965,4,Male,44,3,2,Sales Executive,4,Single,4105,1,0,14,3,1,0,7,5,3,7,7,0,7
32,0,Travel_Rarely,1373,2,5,4,Life Sciences,1966,4,Male,56,2,2,Manufacturing Director,4,Single,9679,8,0,24,4,2,0,8,1,3,1,0,0,0
31,1,Travel_Frequently,754,1,26,4,Marketing,1967,1,Male,63,3,2,Sales Executive,4,Married,5617,1,1,11,3,3,0,10,4,3,10,7,0,8
53,1,Travel_Rarely,1168,1,24,4,Life Sciences,1968,1,Male,66,3,3,Sales Executive,1,Single,10448,6,1,13,3,2,0,15,2,2,2,2,2,2
54,0,Travel_Rarely,155,2,9,2,Life Sciences,1969,1,Female,67,3,2,Research Scientist,3,Married,2897,3,0,11,3,3,2,9,6,2,4,3,2,3
33,0,Travel_Frequently,1303,2,7,2,Life Sciences,1970,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968,1,0,20,4,3,3,9,2,3,9,7,2,8
43,0,Travel_Rarely,574,2,11,3,Life Sciences,1971,1,Male,30,3,3,Healthcare Representative,3,Married,7510,1,0,17,3,2,1,10,1,3,10,9,0,9
38,0,Travel_Frequently,1444,3,1,4,Other,1972,4,Male,88,3,1,Human Resources,2,Married,2991,0,1,11,3,2,1,7,2,3,6,2,1,2
55,0,Travel_Rarely,189,3,26,4,Human Resources,1973,3,Male,71,4,5,Manager,2,Married,19636,4,1,18,3,1,1,35,0,3,10,9,1,4
31,0,Travel_Rarely,1276,2,2,1,Medical,1974,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,1,1,11,3,3,3,1,4,3,1,0,0,0
39,0,Travel_Rarely,119,1,15,4,Marketing,1975,2,Male,77,3,4,Sales Executive,1,Single,13341,0,0,12,3,1,0,21,3,3,20,8,11,10
42,0,Non-Travel,335,2,23,2,Life Sciences,1976,4,Male,37,2,2,Research Scientist,3,Single,4332,1,0,12,3,4,0,20,2,3,20,9,3,7
31,0,Non-Travel,697,2,10,3,Medical,1979,3,Female,40,3,3,Research Director,3,Married,11031,4,0,20,4,3,1,13,2,4,11,7,4,8
54,0,Travel_Rarely,157,2,10,3,Medical,1980,3,Female,77,3,2,Manufacturing Director,1,Single,4440,6,1,19,3,4,0,9,3,3,5,2,1,4
24,0,Travel_Rarely,771,2,1,2,Life Sciences,1981,2,Male,45,2,2,Healthcare Representative,3,Single,4617,1,0,12,3,2,0,4,2,2,4,3,1,2
23,0,Travel_Rarely,571,2,12,2,Other,1982,4,Male,78,3,1,Laboratory Technician,4,Single,2647,1,0,13,3,3,0,5,6,4,5,2,1,4
40,0,Travel_Frequently,692,2,11,3,Technical Degree,1985,4,Female,73,3,2,Laboratory Technician,3,Married,6323,1,0,11,3,1,1,10,2,4,10,9,9,4
40,0,Travel_Rarely,444,1,2,2,Marketing,1986,2,Female,92,3,2,Sales Executive,2,Married,5677,3,0,14,3,3,1,15,4,3,11,8,5,10
25,0,Travel_Rarely,309,3,2,3,Human Resources,1987,3,Female,82,3,1,Human Resources,2,Married,2187,4,0,14,3,3,0,6,3,3,2,0,1,2
30,0,Travel_Rarely,911,2,1,2,Medical,1989,4,Male,76,3,1,Laboratory Technician,2,Married,3748,1,0,13,3,3,0,12,6,2,12,8,1,7
25,0,Travel_Rarely,977,2,2,1,Other,1992,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,6,1,19,3,3,1,7,2,2,2,2,0,2
47,0,Travel_Rarely,1180,2,25,3,Medical,1993,1,Male,84,3,3,Healthcare Representative,3,Single,8633,2,0,23,4,2,0,25,3,3,17,14,12,11
33,0,Non-Travel,1313,2,1,2,Medical,1994,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,1,0,12,3,3,3,1,2,2,1,1,0,0
38,0,Travel_Rarely,1321,1,1,4,Life Sciences,1995,4,Male,86,3,2,Sales Executive,2,Married,4440,0,0,15,3,1,2,16,3,3,15,13,5,8
31,0,Travel_Rarely,1154,1,2,2,Life Sciences,1996,1,Male,54,3,1,Sales Representative,3,Married,3067,0,0,19,3,3,1,3,1,3,2,2,1,2
38,0,Travel_Frequently,508,2,6,4,Life Sciences,1997,1,Male,72,2,2,Manufacturing Director,3,Married,5321,2,0,11,3,4,1,10,1,3,8,3,7,7
42,0,Travel_Rarely,557,2,18,4,Life Sciences,1998,4,Male,35,3,2,Research Scientist,1,Divorced,5410,6,1,17,3,3,1,9,3,2,4,3,1,2
41,0,Travel_Rarely,642,2,1,3,Life Sciences,1999,4,Male,76,3,1,Research Scientist,4,Married,2782,3,0,22,4,1,1,12,3,3,5,3,1,0
47,0,Non-Travel,1162,2,1,1,Medical,2000,3,Female,98,3,3,Research Director,2,Married,11957,0,0,18,3,1,2,14,3,1,13,8,5,12
35,0,Travel_Rarely,1490,2,11,4,Medical,2003,4,Male,43,3,1,Laboratory Technician,3,Married,2660,7,1,11,3,3,1,5,3,3,2,2,2,2
22,0,Travel_Rarely,581,2,1,2,Life Sciences,2007,4,Male,63,3,1,Research Scientist,3,Single,3375,0,0,12,3,4,0,4,2,4,3,2,1,2
35,0,Travel_Rarely,1395,2,9,4,Medical,2008,2,Male,48,3,2,Research Scientist,3,Single,5098,1,0,19,3,2,0,10,5,3,10,7,0,8
33,0,Travel_Rarely,501,2,15,2,Medical,2009,2,Female,95,3,2,Healthcare Representative,4,Married,4878,0,1,13,3,1,1,10,6,3,9,7,8,1
32,0,Travel_Rarely,267,2,29,4,Life Sciences,2010,3,Female,49,2,1,Laboratory Technician,2,Single,2837,1,0,13,3,3,0,6,3,3,6,2,4,1
40,0,Travel_Rarely,543,2,1,4,Life Sciences,2012,1,Male,83,3,1,Laboratory Technician,4,Married,2406,8,0,19,3,3,2,8,3,2,1,0,0,0
32,0,Travel_Rarely,234,1,1,4,Medical,2013,2,Male,68,2,1,Sales Representative,2,Married,2269,0,0,14,3,2,1,3,2,3,2,2,2,2
39,0,Travel_Rarely,116,2,24,1,Life Sciences,2014,1,Male,52,3,2,Research Scientist,4,Single,4108,7,0,13,3,1,0,18,2,3,7,7,1,7
38,0,Travel_Rarely,201,2,10,3,Medical,2015,2,Female,99,1,3,Research Director,3,Married,13206,3,0,12,3,1,1,20,3,3,18,16,1,11
32,0,Travel_Rarely,801,1,1,4,Marketing,2016,3,Female,48,3,3,Sales Executive,4,Married,10422,1,0,19,3,3,2,14,3,3,14,10,5,7
37,0,Travel_Rarely,161,2,10,3,Life Sciences,2017,3,Female,42,4,3,Research Director,4,Married,13744,1,1,25,4,1,1,16,2,3,16,11,6,8
25,0,Travel_Rarely,1382,1,8,2,Other,2018,1,Female,85,3,2,Sales Executive,3,Divorced,4907,0,1,22,4,2,1,6,3,2,5,3,0,4
52,0,Non-Travel,585,1,29,4,Life Sciences,2019,1,Male,40,3,1,Sales Representative,4,Divorced,3482,2,0,15,3,2,2,16,3,2,9,8,0,0
44,0,Travel_Rarely,1037,2,1,3,Medical,2020,2,Male,42,3,1,Research Scientist,4,Single,2436,6,1,12,3,3,0,6,2,3,4,3,1,2
21,0,Travel_Rarely,501,1,5,1,Medical,2021,3,Male,58,3,1,Sales Representative,1,Single,2380,1,1,11,3,4,0,2,6,3,2,2,1,2
39,0,Non-Travel,105,2,9,3,Life Sciences,2022,4,Male,87,3,5,Manager,4,Single,19431,2,0,13,3,3,0,21,3,2,6,0,1,3
23,1,Travel_Frequently,638,1,9,3,Marketing,2023,4,Male,33,3,1,Sales Representative,1,Married,1790,1,0,19,3,1,1,1,3,2,1,0,1,0
36,0,Travel_Rarely,557,1,3,3,Medical,2024,1,Female,94,2,3,Sales Executive,4,Married,7644,0,0,19,3,3,2,10,2,3,9,7,3,4
36,0,Travel_Frequently,688,2,4,2,Life Sciences,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,7,0,13,3,2,3,18,3,3,4,2,0,2
